"","features","rank_in_american","rank_in_british","difference"
"926","bankers",4286,3827,459
"927","banking",5935,6788,853
"928","bankruptcy",1743,4418,2675
"929","banks",8386,8874,488
"930","banned",6612,6232,380
"931","banner",5383,NA,NA
"932","banning",3295,599,2696
"933","bans",1644,NA,NA
"934","baptist",2398,NA,NA
"935","bar",7470,8552,1082
"936","barak",6615,NA,NA
"937","barbara",6969,4426,2543
"938","barbour",2543,NA,NA
"939","bare",4461,4749,288
"940","barely",7583,5052,2531
"941","bargain",4735,4032,703
"942","bargaining",367,5780,5413
"943","barn",237,3294,3057
"944","barnes",6323,5737,586
"945","barney",953,NA,NA
"946","barr",4938,NA,NA
"947","barred",948,273,675
"948","barriers",3059,5232,2173
"949","barry",6664,5864,800
"950","bars",5520,6298,778
"951","base",7718,8877,1159
"952","baseball",8114,NA,NA
"953","based",9419,9549,130
"954","basement",2744,NA,NA
"955","bases",4120,5548,1428
"956","bashing",492,NA,NA
"957","basic",8592,9144,552
"958","basically",7328,5653,1675
"959","basis",8350,9429,1079
"960","basket",272,2053,1781
"961","basketball",7525,NA,NA
"962","bastard",284,NA,NA
"963","bastards",145,NA,NA
"964","bat",2345,2723,378
"965","bath",634,7069,6435
"966","bathroom",5344,4527,817
"967","batman",1209,NA,NA
"968","battle",8621,8643,22
"969","battles",5055,3054,2001
"970","battling",1094,NA,NA
"971","bauer",8055,NA,NA
"972","bay",4942,7161,2219
"973","bbc",2550,7927,5377
"974","be",9981,9987,6
"975","beach",7147,7442,295
"976","bear",7599,7742,143
"977","bearing",4054,6266,2212
"978","bears",5807,4442,1365
"979","beast",2764,172,2592
"980","beat",8351,8320,31
"981","beaten",3930,6630,2700
"982","beating",5664,5329,335
"983","beatles",4065,NA,NA
"984","beats",3697,NA,NA
"985","beatty",6740,NA,NA
"986","beautiful",8271,8401,130
"987","beautifully",1430,3759,2329
"988","beauty",8218,7409,809
"989","became",9284,9654,370
"990","because",9926,9903,23
"991","become",9751,9744,7
"992","becomes",8732,8696,36
"993","becoming",8357,8646,289
"994","bed",7705,8459,754
"995","bedroom",4954,5873,919
"996","beds",1912,5637,3725
"997","beef",4153,4140,13
"998","been",9948,9965,17
"999","beer",7390,6872,518
"1000","beers",4815,7,4808
"1001","before",9864,9896,32
"1002","began",9280,9538,258
"1003","begin",8765,8509,256
"1004","beginning",8730,9064,334
"1005","begins",8185,7104,1081
"1006","begun",6858,7510,652
"1007","behalf",7564,7864,300
"1008","behave",4406,3861,545
"1009","behaved",229,58,171
"1010","behavior",9160,NA,NA
"1011","behind",9418,9420,2
"1012","beijing",6679,1752,4927
"1013","being",9881,9910,29
"1014","beings",4939,3934,1005
"1015","belfast",325,7991,7666
"1016","belgium",700,4759,4059
"1017","belgrade",5995,NA,NA
"1018","belief",7662,8027,365
"1019","beliefs",5312,6088,776
"1020","believe",9651,9399,252
"1021","believed",8519,8735,216
"1022","believers",10,NA,NA
"1023","believes",8513,7690,823
"1024","believing",4500,3844,656
"1025","bell",7927,6480,1447
"1026","bell's",441,NA,NA
"1027","bellow",336,NA,NA
"1028","bells",1343,1400,57
"1029","belong",6086,5194,892
"1030","belonged",246,4326,4080
"1031","belongs",5078,3454,1624
"1032","beloved",5907,584,5323
"1033","below",8508,9311,803
"1034","belt",3704,4979,1275
"1035","belts",541,NA,NA
"1036","beltway",451,NA,NA
"1037","ben",7529,5894,1635
"1038","bench",13,5511,5498
"1039","beneath",6193,6351,158
"1040","beneficial",71,4737,4666
"1041","beneficiaries",2791,453,2338
"1042","benefit",8421,9237,816
"1043","benefited",3088,2927,161
"1044","benefits",8944,8928,16
"1045","benign",2690,NA,NA
"1046","benjamin",6899,2989,3910
"1047","bennett",8098,2893,5205
"1048","bennett's",2919,NA,NA
"1049","bent",3986,3198,788
"1050","berger",1261,NA,NA
"1051","berkeley",3927,NA,NA
"1052","berlin",5675,6900,1225
"1053","bernard",3349,4948,1599
"1054","bernstein",2229,NA,NA
"1055","beside",4701,5770,1069
"1056","besides",7749,5170,2579
"1057","best",9800,9785,15
"1058","best-seller",376,NA,NA
"1059","best-selling",4284,NA,NA
"1060","bet",7469,3723,3746
"1061","beta",342,NA,NA
"1062","beth",4451,NA,NA
"1063","betrayal",4135,NA,NA
"1064","betrayed",2110,NA,NA
"1065","bets",1155,NA,NA
"1066","better",9798,9697,101
"1067","betting",2852,NA,NA
"1068","betty",5420,1640,3780
"1069","between",9856,9921,65
"1070","beverly",3820,NA,NA
"1071","beyond",8978,9039,61
"1072","bias",5949,4728,1221
"1073","biased",1341,391,950
"1074","bible",6622,3098,3524
"1075","biblical",3494,NA,NA
"1076","bid",7704,7893,189
"1077","bidding",3151,611,2540
"1078","big",9816,9498,318
"1079","bigger",8057,6661,1396
"1080","biggest",8856,8144,712
"1081","bigotry",1758,NA,NA
"1082","bill",9840,9404,436
"1083","bill's",3855,NA,NA
"1084","billed",155,NA,NA
"1085","billing",1934,NA,NA
"1086","billion",9580,8362,1218
"1087","billionaire",3010,NA,NA
"1088","billions",6706,NA,NA
"1089","bills",8010,7366,644
"1090","billy",5650,4789,861
"1091","bin",6937,1051,5886
"1092","biographer",4960,NA,NA
"1093","biographical",354,NA,NA
"1094","biographies",2723,NA,NA
"1095","biography",8343,3158,5185
"1096","biological",6506,4907,1599
"1097","biology",2737,1565,1172
"1098","bipartisan",4833,NA,NA
"1099","bird",5892,6571,679
"1100","birds",4232,7656,3424
"1101","birth",8101,7920,181
"1102","birthday",6916,6465,451
"1103","births",2776,2553,223
"1104","bit",9405,8981,424
"1105","bitch",3919,NA,NA
"1106","bite",4856,2308,2548
"1107","bites",2992,NA,NA
"1108","biting",1307,NA,NA
"1109","bits",5989,4710,1279
"1110","bitter",6432,6019,413
"1111","bizarre",6499,3282,3217
"1112","black",9762,9556,206
"1113","black-and-white",3442,NA,NA
"1114","blacks",8822,5702,3120
"1115","blade",343,1777,1434
"1116","blah",3036,NA,NA
"1117","blair",8482,NA,NA
"1118","blair's",2105,NA,NA
"1119","blame",8575,6472,2103
"1120","blamed",7041,4770,2271
"1121","blames",3290,NA,NA
"1122","blaming",4561,NA,NA
"1123","bland",3168,170,2998
"1124","blank",6002,2700,3302
"1125","blanket",698,1229,531
"1126","blankley",815,NA,NA
"1127","blast",3637,3211,426
"1128","bleak",982,1671,689
"1129","blend",1359,3320,1961
"1130","blessed",2871,330,2541
"1131","blessing",2168,474,1694
"1132","blew",2949,1857,1092
"1133","blind",5962,6181,219
"1134","bliss",1378,NA,NA
"1135","bloated",2077,NA,NA
"1136","block",7783,7418,365
"1137","blockbuster",3478,NA,NA
"1138","blocked",3735,3819,84
"1139","blocking",729,NA,NA
"1140","blocks",2662,5507,2845
"1141","blond",3026,NA,NA
"1142","blonde",428,694,266
"1143","blood",8678,8155,523
"1144","bloody",5425,5097,328
"1145","bloom",4282,NA,NA
"1146","blow",7544,6516,1028
"1147","blowing",2242,652,1590
"1148","blown",4615,2774,1841
"1149","blows",1384,NA,NA
"1150","blue",8524,8434,90
"1151","blues",4769,4975,206
"1152","blumenthal",6139,NA,NA
"1153","blunt",1587,NA,NA
"1154","board",8747,9390,643
"1155","boards",4263,6862,2599
"1156","boast",1178,NA,NA
"1157","boasted",2647,NA,NA
"1158","boasts",2769,4,2765
"1159","boat",5136,7529,2393
"1160","boats",1494,5656,4162
"1161","bob",9300,7413,1887
"1162","bobby",2676,3633,957
"1163","bodies",7143,8502,1359
"1164","body",9104,9506,402
"1165","boeing",3258,NA,NA
"1166","bogus",3607,NA,NA
"1167","bois",1219,NA,NA
"1168","bold",5526,3894,1632
"1169","bomb",8369,7123,1246
"1170","bombed",2962,NA,NA
"1171","bomber",1081,962,119
"1172","bombers",2464,NA,NA
"1173","bombing",8985,4386,4599
"1174","bombings",4781,NA,NA
"1175","bombs",6741,4120,2621
"1176","bond",7493,7027,466
"1177","bonding",372,NA,NA
"1178","bonds",6943,6209,734
"1179","bone",4746,4288,458
"1180","bones",5339,3614,1725
"1181","bono",2973,NA,NA
"1182","bonus",4271,4963,692
"1183","boogie",8,NA,NA
"1184","book",9900,9637,263
"1185","book's",5780,NA,NA
"1186","books",9602,9286,316
"1187","bookstore",3311,NA,NA
"1188","bookstores",2770,NA,NA
"1189","boom",7462,5652,1810
"1190","boomer",1593,NA,NA
"1191","boomers",5362,NA,NA
"1192","booming",4081,NA,NA
"1193","boone",12,NA,NA
"1194","boost",6091,6573,482
"1195","boot",3847,4016,169
"1196","boots",1320,6090,4770
"1197","border",6723,7934,1211
"1198","borders",5287,5454,167
"1199","bore",3603,3552,51
"1200","bored",4872,2512,2360
"1201","boredom",838,NA,NA
"1202","boring",7043,3592,3451
"1203","boris",7322,2479,4843
"1204","bork",3576,NA,NA
"1205","born",8587,8767,180
"1206","borrow",1308,4137,2829
"1207","borrowed",3423,3575,152
"1208","borrowing",3632,5848,2216
"1209","bosnia",7173,4415,2758
"1210","bosnian",4670,2436,2234
"1211","boss",7907,7230,677
"1212","bosses",4740,3253,1487
"1213","boston",8025,2313,5712
"1214","botched",1328,NA,NA
"1215","both",9879,9892,13
"1216","bother",5628,3039,2589
"1217","bothered",3471,1049,2422
"1218","bottle",6670,6282,388
"1219","bottles",4183,4411,228
"1220","bottom",8447,8029,418
"1221","bought",8168,8588,420
"1222","bound",6232,7832,1600
"1223","boundaries",3075,6339,3264
"1224","bounty",4835,NA,NA
"1225","bourgeois",1237,4480,3243
"1226","bout",843,NA,NA
"1227","bow",1260,3252,1992
"1228","bowl",6070,5684,386
"1229","box",8776,8323,453
"1230","boxer",1484,NA,NA
"1231","boxes",4241,5406,1165
"1232","boxing",2186,4624,2438
"1233","boy",8860,8560,300
"1234","boy's",1825,NA,NA
"1235","boycott",1955,2256,301
"1236","boyfriend",5155,2976,2179
"1237","boys",8430,8584,154
"1238","bra",978,NA,NA
"1239","brad",2710,NA,NA
"1240","bradley",9573,NA,NA
"1241","bradley's",8222,NA,NA
"1242","brady",4151,NA,NA
"1243","brain",7970,6533,1437
"1244","brains",4300,NA,NA
"1245","branch",6537,8311,1774
"1246","branches",1783,6952,5169
"1247","brand",7256,6038,1218
"1248","brandon",2915,NA,NA
"1249","brands",3241,2972,269
"1250","brantley",868,NA,NA
"1251","brass",1907,3975,2068
"1252","brave",5990,5114,876
"1253","braves",694,NA,NA
"1254","brazil",5584,5061,523
"1255","brazilian",1913,1028,885
"1256","breach",1144,7777,6633
"1257","bread",3622,6388,2766
"1258","break",8729,8775,46
"1259","breakdown",3693,4772,1079
"1260","breakfast",7061,7136,75
"1261","breaking",7496,6805,691
"1262","breaks",6811,5263,1548
"1263","breakthrough",4247,2020,2227
"1264","breakup",18,NA,NA
"1265","breast",6212,3167,3045
"1266","breasts",5154,NA,NA
"1267","breath",4595,4518,77
"1268","breathing",670,3590,2920
"1269","breathless",672,NA,NA
"1270","breed",1057,4205,3148
"1271","breeding",433,5324,4891
"1272","brent",1119,NA,NA
"1273","brian",6039,7772,1733
"1274","bride",3671,2262,1409
"1275","bridge",6250,8505,2255
"1276","bridges",2375,3499,1124
"1277","brief",7916,8028,112
"1278","briefing",4080,1131,2949
"1279","briefly",6097,6219,122
"1280","bright",6995,7238,243
"1281","brill",6100,NA,NA
"1282","brill's",4096,NA,NA
"1283","brilliant",7956,6642,1314
"1284","brilliantly",4509,124,4385
"1285","bring",9155,9239,84
"1286","bringing",7512,7831,319
"1287","brings",8287,6942,1345
"1288","brink",522,NA,NA
"1289","brinkley",3426,NA,NA
"1290","brit",4439,NA,NA
"1291","britain",8809,9677,868
"1292","britain's",6663,8405,1742
"1293","british",9615,9844,229
"1294","brits",1275,NA,NA
"1295","broad",7095,7984,889
"1296","broadcast",7741,5415,2326
"1297","broadcasting",3204,6163,2959
"1298","broader",5056,5179,123
"1299","broadly",787,5470,4683
"1300","broadway",6791,NA,NA
"1301","brock",5016,NA,NA
"1302","broder",2504,NA,NA
"1303","brokaw",2352,NA,NA
"1304","broke",8317,7694,623
"1305","broken",7850,8204,354
"1306","broker",772,557,215
"1307","brokerage",647,NA,NA
"1308","brokers",47,1799,1752
"1309","brooke",922,1876,954
"1310","brookings",1704,NA,NA
"1311","brooklyn",7190,NA,NA
"1312","brooks",6386,NA,NA
"1313","bros",5022,NA,NA
"1314","brother",8133,8240,107
"1315","brothers",7137,7117,20
"1316","brought",9126,9489,363
"1317","brown",8886,8600,286
"1318","brown's",3634,NA,NA
"1319","browser",6914,NA,NA
"1320","browsers",2114,NA,NA
"1321","bruce",7701,5295,2406
"1322","brush",2179,5214,3035
"1323","brussels",322,5217,4895
"1324","brutal",5635,1808,3827
"1325","brutality",3994,NA,NA
"1326","bryant",1255,NA,NA
"1327","bubble",3845,NA,NA
"1328","buchanan",8676,NA,NA
"1329","buchanan's",5386,NA,NA
"1330","buck",2354,NA,NA
"1331","buckley",3816,NA,NA
"1332","bucks",3904,NA,NA
"1333","buddhist",1253,NA,NA
"1334","buddies",1386,NA,NA
"1335","buddy",4320,NA,NA
"1336","budget",9434,8983,451
"1337","budgets",2633,4756,2123
"1338","buena",1122,NA,NA
"1339","buffalo",123,NA,NA
"1340","bug",4989,NA,NA
"1341","bugs",3159,NA,NA
"1342","build",8378,8540,162
"1343","building",8862,9544,682
"1344","buildings",6563,8697,2134
"1345","built",8044,9304,1260
"1346","bulk",3014,5924,2910
"1347","bull",6258,3682,2576
"1348","bullet",3179,NA,NA
"1349","bulletin",2091,2967,876
"1350","bullets",3017,NA,NA
"1351","bulls",2715,NA,NA
"1352","bully",4053,NA,NA
"1353","bunch",6954,2960,3994
"1354","burden",6850,6795,55
"1355","bureau",6265,5348,917
"1356","bureaucracy",2263,5371,3108
"1357","bureaucratic",2358,4020,1662
"1358","bureaucrats",3443,1182,2261
"1359","burgeoning",370,NA,NA
"1360","burger",1167,NA,NA
"1361","burial",1114,1837,723
"1362","buried",6121,5793,328
"1363","burn",6007,3939,2068
"1364","burne-jones",95,NA,NA
"1365","burned",4250,2738,1512
"1366","burning",4429,5394,965
"1367","burns",2872,4085,1213
"1368","burst",2402,4695,2293
"1369","burton",5180,3123,2057
"1370","burton's",315,NA,NA
"1371","bury",75,2370,2295
"1372","bus",6837,7791,954
"1373","bush",9759,7636,2123
"1374","bush's",8870,NA,NA
"1375","business",9780,9806,26
"1376","businesses",7912,7824,88
"1377","businessman",4175,3815,360
"1378","businessmen",3045,3945,900
"1379","busing",1298,NA,NA
"1380","bust",2674,1698,976
"1381","busy",6801,7211,410
"1382","but",9987,9975,12
"1383","butler",1540,3940,2400
"1384","butt",2531,NA,NA
"1385","butter",2322,5886,3564
"1386","button",4587,3151,1436
"1387","buttons",889,109,780
"1388","buy",9460,9034,426
"1389","buyer",241,7148,6907
"1390","buyers",5138,6105,967
"1391","buying",8560,7860,700
"1392","buys",4425,1256,3169
"1393","buzz",5309,NA,NA
"1394","by",9986,9985,1
"1395","c",8478,9487,1009
"1396","c-span",91,NA,NA
"1397","cabin",1867,716,1151
"1398","cabinet",7474,8817,1343
"1399","cable",8193,4940,3253
"1400","cafe",673,1007,334
"1401","cage",3114,NA,NA
"1402","cairo",337,1737,1400
"1403","cake",3804,6207,2403
"1404","calcium",493,NA,NA
"1405","calculated",3602,5905,2303
"1406","calculation",2552,2392,160
"1407","calculations",1408,2382,974
"1408","calif",5879,NA,NA
"1409","california",9078,5060,4018
"1410","california's",5182,NA,NA
"1411","call",9670,9283,387
"1412","called",9796,9700,96
"1413","calling",9021,7399,1622
"1414","calls",9579,8315,1264
"1415","calm",5061,5240,179
"1416","calories",1472,3254,1782
"1417","caltech",870,NA,NA
"1418","calvin",1098,NA,NA
"1419","cambodia",2749,2598,151
"1420","cambridge",3823,7481,3658
"1421","came",9596,9746,150
"1422","camel",119,NA,NA
"1423","camera",8131,6528,1603
"1424","cameras",5140,4067,1073
"1425","cameron",2709,726,1983
"1426","camp",7802,7177,625
"1427","campaign",9808,9215,593
"1428","campaign-finance",6726,NA,NA
"1429","campaign's",1939,NA,NA
"1430","campaigning",5336,3537,1799
"1431","campaigns",7957,5473,2484
"1432","campbell",2422,5283,2861
"1433","camps",6018,4474,1544
"1434","campus",5553,1559,3994
"1435","campuses",358,NA,NA
"1436","can",9945,9956,11
"1437","can't",9776,NA,NA
"1438","canada",6239,6950,711
"1439","canadian",6564,5549,1015
"1440","cancel",1197,1753,556
"1441","cancer",8237,6781,1456
"1442","candidacy",6054,NA,NA
"1443","candidate",9324,7823,1501
"1444","candidate's",2877,NA,NA
"1445","candidates",9315,8030,1285
"1446","candor",224,NA,NA
"1447","candy",895,NA,NA
"1448","cannes",685,NA,NA
"1449","cannot",9288,NA,NA
"1450","canvas",3267,3377,110
"1451","cap",5408,5423,15
"1452","capable",6729,7761,1032
"1453","capacity",6373,8374,2001
"1454","capital",9298,9482,184
"1455","capital-gains",1498,NA,NA
"1456","capitalism",7563,6609,954
"1457","capitalist",4991,7013,2022
"1458","capitol",7040,NA,NA
"1459","caps",2998,1141,1857
"1460","capt",2262,NA,NA
"1461","captain",2409,8048,5639
"1462","caption",1834,NA,NA
"1463","capture",5748,4734,1014
"1464","captured",5750,5610,140
"1465","captures",3902,NA,NA
"1466","car",9176,9605,429
"1467","card",7925,7861,64
"1468","cardinal",722,329,393
"1469","cards",7231,7189,42
"1470","care",9604,9664,60
"1471","cared",1795,2430,635
"1472","career",9058,8940,118
"1473","careers",4596,5759,1163
"1474","careful",6060,7458,1398
"1475","carefully",6719,8078,1359
"1476","careless",612,NA,NA
"1477","cares",5878,100,5778
"1478","carey",5017,NA,NA
"1479","caribbean",2390,4462,2072
"1480","caricature",1957,NA,NA
"1481","caring",3505,6156,2651
"1482","carl",2990,3297,307
"1483","carlson",6260,NA,NA
"1484","carnegie",1397,NA,NA
"1485","carol",1987,2694,707
"1486","carolina",7361,NA,NA
"1487","carr",688,555,133
"1488","carried",8053,9251,1198
"1489","carrier",1365,3737,2372
"1490","carries",7053,5409,1644
"1491","carry",8128,8887,759
"1492","carrying",6700,8098,1398
"1493","cars",8120,8692,572
"1494","carter",6951,4216,2735
"1495","cartoon",6746,NA,NA
"1496","cartoons",4383,NA,NA
"1497","carvell",6701,NA,NA
"1498","carville",4071,NA,NA
"1499","case",9829,9848,19
"1500","cases",9046,9553,507
"1501","cash",8573,9030,457
"1502","casino",5694,NA,NA
"1503","casinos",4717,NA,NA
"1504","cassidy",1045,NA,NA
"1505","cast",8418,7586,832
"1506","casting",3559,1359,2200
"1507","castle",157,8372,8215
"1508","castration",1044,NA,NA
"1509","castro",4568,NA,NA
"1510","casts",2932,NA,NA
"1511","casual",5079,4904,175
"1512","casually",1871,NA,NA
"1513","casualties",4678,4012,666
"1514","cat",6190,5073,1117
"1515","catalog",6335,NA,NA
"1516","catastrophe",2782,NA,NA
"1517","catch",7658,7133,525
"1518","catcher",1674,NA,NA
"1519","catches",117,126,9
"1520","catching",1717,2680,963
"1521","categories",5922,7407,1485
"1522","category",7101,7423,322
"1523","catherine",3324,3483,159
"1524","catholic",8022,7421,601
"1525","catholics",3885,2279,1606
"1526","cats",4495,2461,2034
"1527","cattle",2207,6032,3825
"1528","caucus",3243,NA,NA
"1529","caucuses",536,NA,NA
"1530","caught",8466,8074,392
"1531","cause",9254,9242,12
"1532","caused",8509,8937,428
"1533","causes",7691,7715,24
"1534","causing",5350,6984,1634
"1535","caution",2359,4345,1986
"1536","cautious",3284,3651,367
"1537","cave",1949,3421,1472
"1538","cbs",7400,NA,NA
"1539","cbs's",281,NA,NA
"1540","cd",4040,4149,109
"1541","cd-rom",1682,NA,NA
